smiles,solubility,cluster
Oc1ccccc1O,0.62,10
CCCCCC(C)O,-1.55,7
Clc1ccc(Cl)cc1,-3.27,10
CSc1nc(nc(n1)N(C)C)N(C)C,-2.676,11
OCC2OC(Oc1ccccc1CO)C(O)C(O)C2O,-0.85,6
c1ccc2c(c1)c3cccc4c3c2cc5ccccc54,-8.23,11
O=C1NC(=O)c2ccccc12 ,-2.61,6
Nc2cnn(c1ccccc1)c(=O)c2Cl,-2.878,6
C2c1ccccc1N(CCF)C(=O)c3ccccc23 ,-4.799,6
Cn1ccc(=O)[nH]c1=O,-0.807,11
CCOC(C)OCC,-0.43,4
CCC1(C(=O)NCNC1=O)c2ccccc2,-2.64,6
Clc1ccc(cc1)N(=O)=O,-2.92,9
Cc1c[nH]c2ccccc12 ,-2.42,1
Cc1ccc(C)c2ccccc12,-4.14,1
Clc1cc(c(Cl)c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,-9.16,3
CCNc1nc(NC(C)C)nc(SC)n1,-3.04,11
C/C1CCCCC1\C,-4.3,2
CC(=O)SC4CC1=CC(=O)CCC1(C)C5CCC2(C)C(CCC23CCC(=O)O3)C45,-4.173,0
Oc1ccc(cc1)N(=O)=O,-0.74,9
Oc1ccc(c(O)c1)c3oc2cc(O)cc(O)c2c(=O)c3O ,-3.083,6
Clc1ccc(Br)cc1,-3.63,10
COc2ccc(Oc1ccc(NC(=O)N(C)C)cc1)cc2,-4.16,9
O=C1CNC(=O)N1 ,-0.4,11
Brc1ccccc1Br,-3.5,1
Cc1cc(cc(N(=O)=O)c1O)N(=O)=O,-1.456,9
CCN(CC)c1nc(Cl)nc(n1)N(CC)CC,-4.4110000000000005,11
COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl ,-4.02,10
CCCCCCCO,-1.81,7
c1cc(O)c(O)c2OCC3(O)CC4=CC(=O)C(O)=CC4=C3c21,-2.7,6
CCOCCOCC,-0.77,4
c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,-9.332,1
O=C3CN=C(c1ccccc1)c2cc(ccc2N3)N(=O)=O,-3.796,6
NC(=O)c1ccccc1,-0.96,5
c3ccc2nc1ccccc1cc2c3,-3.67,1
Cc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,-3.22,9
c1ccccc1SC,-2.39,11
Clc1cccc(Cl)c1c2c(Cl)cccc2Cl ,-7.39,3
C=CCS(=O)SCC=C,-0.83,11
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.017000000000001,6
COc1ccccc1O ,-1.96,10
OCC2OC(OC1(CO)OC(CO)C(O)C1O)C(O)C(O)C2O ,0.79,11
Cc1cccc(C)c1O,-1.29,5
CCO,1.1,4
Clc1ccccc1Cl,-3.05,10
CCN2c1ccccc1N(C)C(=O)c3cccnc23 ,-3.324,6
COCOC,0.48,11
O=C1N(COC(=O)CCCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-6.523,6
CCCOC,-0.39,12
Cl\C=C/Cl,-1.3,11
CC(C)CCC(C)(C)C,-5.05,2
OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)N(=O)=O,-2.111,6
CC(C)C(=O)C(C)C,-1.3,2
OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O ,-3.952,6
CCOP(=S)(OCC)SC(CCl)N2C(=O)c1ccccc1C2=O,-6.34,6
O=c1[nH]cnc2[nH]ncc12 ,-2.266,11
N#Cc1ccccc1,-1.0,5
Fc1c[nH]c(=O)[nH]c1=O ,-1.077,11
CCOC2Oc1ccc(OS(C)(=O)=O)cc1C2(C)C,-3.42,6
CC(C)C(C)O,-0.18,7
Oc2cc(O)c1C(=O)CC(Oc1c2)c3ccc(O)c(O)c3,-3.62,6
O=C(Cn1ccnc1N(=O)=O)NCc2ccccc2,-2.81,6
Oc2ccc1ncccc1c2 ,-2.16,1
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2,-6.291,6
CCC(=O)C,0.52,2
O=C1NC(=O)NC(=O)C1(CC)C(C)C,-2.148,8
Cc1cc2c3ccccc3ccc2c4ccccc14,-6.57,1
CN(C)C(=O)C(c1ccccc1)c2ccccc2 ,-2.98,5
CCCOC=O,-0.49,12
OC1CCCCCCC1,-1.29,7
Nc1c(C)c[nH]c(=O)n1 ,-1.4580000000000002,11
CCCCOCCCC,-1.85,12
CCC(C)C(=O)OC2CC(C)C=C3C=CC(C)C(CCC1CC(O)CC(=O)O1)C23 ,-6.005,0
Oc1ccc(C=O)cc1,-0.96,5
CCCCCc1ccccc1,-4.64,5
CCCCSP(=O)(SCCCC)SCCCC,-5.14,11
CN(C)C(=O)C,1.11,11
COC=O,0.58,11
CCN(=O)=O,-0.22,4
CCOC(=O)c1ccccc1C(=O)OCC,-2.35,5
CCNc1nc(NC(C)(C)C)nc(SC)n1,-4.0,11
CCCCO,0.0,7
CC12CCC3C(CCc4cc(O)ccc34)C2CCC1=O,-3.955,6
Cc2cnc1cncnc1n2,-0.8540000000000001,11
CC(C)c1ccc(NC(=O)N(C)C)cc1,-3.536,9
CCCCCCl,-2.73,2
Clc1cccc(c1Cl)c2cccc(Cl)c2Cl,-7.28,3
Cc2ncc1nccnc1n2,-0.12,11
C1Cc2cccc3cccc1c23,-4.63,5
CCCCCCCCCCCCCCCCCCCCCCCCCC,-8.334,2
CCCCCCC(=O)OCC,-2.74,12
Cc1ccc(C)cc1,-2.77,5
c1ccccc1n2ncc(N)c(Br)c2(=O),-3.127,6
Cc1ccc(C)c(C)c1,-3.31,5
CC(C)CO,0.1,12
Cn1cnc2n(C)c(=O)[nH]c(=O)c12 ,-2.523,6
C1OC(O)C(O)C(O)C1O,0.39,11
ClCC(Cl)Cl,-1.48,4
Cc1ccc2c(ccc3ccccc32)c1,-5.84,1
ClC(Cl)C(Cl)Cl,-1.74,4
O=C1c2ccccc2C(=O)c3ccccc13,-5.19,5
O=C1NC(=O)NC(=O)C1(C(C)C)CC=C,-1.7080000000000002,8
ClC(=C)Cl,-1.64,11
CCCN(=O)=O,-0.8,4
Oc1c(Cl)cccc1Cl,-1.79,10
ClC=C(Cl)Cl,-1.96,11
Oc2ncc1nccnc1n2,-1.947,11
Nc1nc[nH]n1,0.522,11
CCCCCCCCCCCCCCCCCCCC,-8.172,2
O=C1NC(=O)C(=O)N1 ,-0.4,11
C=CC#N,0.15,4
O=C1CCCCC1,-0.6,2
Clc1cc(Cl)c(Cl)cc1Cl,-5.56,10
CNc2cnn(c1cccc(c1)C(F)(F)F)c(=O)c2Cl,-4.046,6
CCCCCC(=O)OC,-1.87,12
Cc1ccc(N)cc1,-1.21,5
CCN(CC)C(=O)C(C)Oc1cccc2ccccc12 ,-3.57,6
Cc1c2ccccc2cc3ccccc13,-5.89,1
c1ccc2cc3cc4ccccc4cc3cc2c1,-8.6,1
CCc1ccccc1CC,-3.28,5
CC(C)CCOC=O,-1.52,12
O=N(=O)c1c(Cl)c(Cl)ccc1,-3.48,9
c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1,-6.6370000000000005,5
Cc3nnc4CN=C(c1ccccc1Cl)c2cc(Cl)ccc2n34,-4.09,6
O=C1NC(=O)NC(=O)C1(CC)CC=C(C)C,-2.253,8
CC34CCC1C(CC=C2CC(O)CCC12C)C3CCC4=O,-4.12,0
CCN2c1nc(C)cc(C(F)(F)F)c1NC(=O)c3cccnc23 ,-4.207,6
Cc1cc(=O)[nH]c(=S)[nH]1,-2.436,11
COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,-6.237,11
Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,-7.321000000000001,6
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(OC(F)F)cc3,-6.876,6
CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O ,-2.3,11
ClCC(C)C,-2.0,4
CN(C)C(=O)NC1CC2CC1C3CCCC23,-3.1710000000000003,11
Fc1ccccc1,-1.8,1
CCOC(=O)Nc2cccc(OC(=O)Nc1ccccc1)c2 ,-4.632,6
CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3 ,-4.16,6
Fc1cccc(F)c1,-2.0,1
c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,-9.018,1
CCCCCCCC(=O)OCC,-3.39,12
Cc1ccc(O)cc1,-0.73,5
CC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1C2CCC34C)C#C,-4.8,0
Cc1ccccc1O,-0.62,5
CCOP(=S)(OCC)N2C(=O)c1ccccc1C2=O,-3.35,6
Oc1ccncc1,1.02,11
CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23,-3.754,6
CC(=O)C3(C)CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C,-5.27,0
Cc1ccccc1Br,-2.23,5
OCCOc1ccccc1,-0.7,10
Cc1c(cccc1N(=O)=O)N(=O)=O,-3.0,9
CCC=C,-1.94,4
c1ccccc1NC(=O)c2c(O)cccc2,-3.59,6
CCOP(=S)(OCC)SCCSCC,-4.23,11
Clc1ccc(cc1)c2ccccc2Cl ,-5.28,3
NC(=O)NC1NC(=O)NC1=O ,-1.6,11
CCCCCCC=C,-4.44,2
CCC1(CCC(=O)NC1=O)c2ccccc2 ,-2.337,6
CCSCc1ccccc1OC(=O)NC ,-2.09,6
Clc1ccc(I)cc1,-4.03,10
COc1cc(CC=C)ccc1O,-1.56,5
CCOC(=O)NCCOc2ccc(Oc1ccccc1)cc2,-4.7,6
CCCCCCC#C,-3.66,2
CC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)COC(C)=O ,-4.9,0
CC(=O)OC3(C)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-5.284,0
CC(C)OC(C)C,-1.1,12
Clc1ccccc1c2ccccc2Cl ,-5.27,3
CC23Cc1cnoc1C=C2CCC4C3CCC5(C)C4CCC5(O)C#C,-5.507000000000001,6
ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl,-6.307,6
c2cnc1ncncc1n2,0.02,11
CC2=CC(=O)c1ccccc1C2=O ,-3.03,6
ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2 ,-7.2,5
Oc1cc(Cl)c(Cl)cc1Cl,-2.21,10
COC(=O)c1cccnc1 ,-0.46,11
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC ,-5.115,5
Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1,-5.915,6
COCCCNc1nc(NC(C)C)nc(SC)n1,-2.928,11
N(c1ccccc1)c2ccccc2,-3.504,9
Sc1ccccc1,-2.12,1
Cc1ccc2ccccc2c1,-3.77,1
CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,-4.925,6
CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,-2.016,8
O=C(c1ccccc1)c2ccccc2,-3.12,5
Cn2c(=O)on(c1ccc(Cl)c(Cl)c1)c2=O,-2.82,6
CCCCCCCI,-4.81,2
c1ccccc1C(O)C(O)c2ccccc2,-1.93,5
CN(C(=O)NC(C)(C)c1ccccc1)c2ccccc2,-3.35,6
CCSSCC,-2.42,4
CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C ,-4.16,6
CC(C)C(C)(C)C,-4.36,2
Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,-7.15,5
CC1=CCC(CC1)C(C)=C,-4.26,11
CNC(=O)C(C)SCCSP(=O)(OC)(OC),1.144,11
Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl ,-7.39,3
CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,-5.752000000000001,6
COc5cc4OCC3Oc2c1CC(Oc1ccc2C(=O)C3c4cc5OC)C(C)=C ,-4.42,6
CC(=O)Nc1ccc(O)cc1,-1.03,9
Brc1ccc(Br)cc1,-4.07,1
CCCC1C(=O)N3N(C1=O)c2cc(C)ccc2N=C3N(C)C ,-3.5380000000000003,6
OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,-5.666,6
COC(=O)C,0.46,12
CCC(C)CCO,-0.71,7
CC(=O)Nc1nnc(s1)S(N)(=O)=O ,-2.36,11
Cc1cccc2c1Cc3ccccc32,-5.22,6
C1CCOCC1,-0.03,12
CCC(C(CC)c1ccc(O)cc1)c2ccc(O)cc2,-4.43,5
C=C,-0.4,11
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,-4.522,6
Cc1ncnc2nccnc12,-0.466,11
CSc1nc(NC(C)C)nc(NC(C)C)n1,-4.1,11
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-3.59,0
CN(C)C(=O)Nc1ccc(C)c(Cl)c1,-3.483,9
CCC(=O)Nc1ccc(Cl)c(Cl)c1,-3.0,9
Cc1cccc2c1ccc3ccccc32,-5.85,1
Nc3ccc2cc1ccccc1cc2c3 ,-5.17,1
NC(=S)Nc1ccccc1,-1.77,9
CC(C)CCCO,-1.14,7
CC1CCCCC1,-3.85,2
CC(C)CCOC(=O)C,-1.92,12
CCCCS,-2.18,4
Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,-7.68,3
CCCCCCCCCC(=O)OC,-4.69,12
Clc1ccccc1,-2.38,10
C=CCCC=C,-2.68,4
CC/C=C\C,-2.54,4
c1cC2C(=O)NC(=O)C2cc1,-2.932,11
OC1C(O)C(O)C(O)C(O)C1O,0.35,12
O=N(=O)c1ccccc1,-1.8,9
NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl ,-2.68,6
CC(C)(C)Cc1ccccc1,-4.15,5
CCOC=C,-0.85,4
O=C1NC(=O)NC(=O)C1(CC=C)CC=C,-2.077,8
CCOC(=O)N,0.85,12
c2ccc1[nH]ccc1c2,-1.52,1
Oc1cccc(Cl)c1Cl,-1.3,10
c1ccccc1,-1.64,1
CC1CC(C)C(=O)C(C1)C(O)CC2CC(=O)NC(=O)C2 ,-1.13,0
Cc1ccc(O)cc1C,-1.38,5
CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3 ,-3.73,6
CC34CCc1c(ccc2cc(O)ccc12)C3CCC4=O,-5.24,6
c1ccc(Cl)cc1C(c2ccc(Cl)cc2)(O)C(=O)OC(C)C,-4.53,6
CCCCN(CC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-5.53,6
CC(C)c1ccc(C)cc1O,-2.22,5
CN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O,-3.796,6
CCC1(CC)C(=O)NC(=O)N(C)C1=O ,-2.23,8
C1C=CCC=C1,-2.06,4
ClC(Cl)C(Cl)(Cl)SN2C(=O)C1CC=CCC1C2=O ,-5.4,6
CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C ,-4.3,6
OC(c1ccc(Cl)cc1)(c2cncnc2)c3ccccc3Cl,-4.38,6
Cc1cccnc1C,0.38,1
CC(C)N(C(=O)CCl)c1ccccc1 ,-2.48,9
CN(C)C(=O)Nc1ccc(c(Cl)c1)n2nc(oc2=O)C(C)(C)C,-4.328,6
CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CCC5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,-5.292999999999999,0
O=C1NC(=O)NC(=O)C1(C(C)C)CC=C(C)C,-2.593,8
CC2(C)C1CCC(C)(C1)C2=O,-1.85,0
CCCCCC(C)(C)O,-1.72,7
COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl,-6.89,5
CCCCCCC(=O)C,-2.05,2
CCC(C)Cl,-1.96,4
CN(C)C(=O)SCCCCOc1ccccc1,-3.927,11
CCCOC(C)C,-1.34,12
OCC(O)C(O)CO,0.7,12
CCN2c1ccccc1N(C)C(=O)c3ccccc23 ,-4.749,6
O=C1N(C2CCC(=O)NC2=O)C(=O)c3ccccc13,-2.676,6
Oc1cc(Cl)c(Cl)c(Cl)c1Cl,-3.15,10
Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl ,-8.56,3
CC(C)C(C)C,-3.65,2
CC34CC(=O)C1C(CCC2=CC(=O)CCC12C)C3CCC4(=O) ,-3.48,0
CCc1ccc(C)cc1,-3.11,5
CC(Cl)CCl,-1.6,4
CCCCCCCCC(=O)C,-3.3,2
CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,-5.736000000000001,11
c1cc2ccc3cccc4ccc(c1)c2c34,-6.176,1
COc1ncnc2nccnc12 ,-1.11,11
CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-3.999,0
Nc1cccc(c1)N(=O)=O,-2.19,9
OCC1OC(CO)(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O,-0.41,11
c1(OC)ccc(CC=C)cc1,-2.92,5
CNC(=O)Oc1ccc(N(C)C)c(C)c1,-2.36,6
Sc2nc1ccccc1s2 ,-3.18,11
CCc1cccc2ccccc12,-4.17,5
C/C=C/C=O,0.32,4
O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,-2.89,9
CC(C)Cc1ccccc1,-4.12,5
Oc1cccc(c1)N(=O)=O,-1.01,9
CC(O)c1ccccc1,-0.92,5
CC(C)(C)CCO,-0.5,7
CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,-3.45,0
CCCCCCBr,-3.81,2
c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,-8.699,1
C/C1CCC(\C)CC1,-4.47,2
CC(C)(C)CO,-0.4,12
CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2CC(C)(C)Oc21)C(C)C,-4.71,6
CC(C)OC=O,-0.63,12
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,-3.1,10
NS(=O)(=O)c2cc1c(N=CNS1(=O)=O)cc2Cl ,-3.05,6
CCCCCC(=O)C,-1.45,2
CCCCCO,-0.6,7
Cc1ccnc(C)c1,0.38,1
CC1(C)CON(Cc2ccccc2Cl)C1=O,-2.338,6
C1SC(=S)NC1(=O),-1.77,11
O=C2NC(=O)C1(CCCCCCC1)C(=O)N2,-2.982,8
Clc1ccc(cc1)c2cccc(Cl)c2Cl ,-6.29,3
Clc1cc(Cl)cc(Cl)c1,-4.48,10
CCN2c1nc(Cl)ccc1N(C)C(=O)c3cccnc23 ,-4.114,6
CCCCC1(CC)C(=O)NC(=O)NC1=O,-1.661,8
ClCC#CCOC(=O)Nc1cccc(Cl)c1,-4.37,9
Oc1ccc(Br)cc1,-1.09,10
CC34CC(O)C1(F)C(CCC2=CC(=O)CCC12C)C3CCC4(O)C(=O)CO ,-3.43,0
NC(=O)c1ccccc1O,-1.82,5
Oc1c(Br)cc(C#N)cc1Br ,-3.33,5
CC1=C(SCCO1)C(=O)Nc2ccccc2,-3.14,6
CCCC(O)CC,-0.8,7
CCCOCC,-0.66,12
NNc1ccccc1,0.07,9
ClCCCl,-1.06,4
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,-3.924,9
CCN2c1ncccc1N(CC)C(=O)c3cccnc23 ,-2.86,6
OC4=C(C1CCC(CC1)c2ccc(Cl)cc2)C(=O)c3ccccc3C4=O,-5.931,6
Brc1ccc2ccccc2c1,-4.4,1
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-5.54,11
c2ccc1scnc1c2 ,-1.5,11
Clc1cc(Cl)c(Cl)c(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl ,-9.15,3
Brc1cc(Br)c(Br)cc1Br,-6.98,11
CCNc1nc(NC(C)(C)C)nc(OC)n1,-3.239,11
CCCC=C(CC)C=O,-2.46,4
COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C ,-1.601,6
NC(=O)c1cccnc1 ,0.61,11
CCOC(=O)c1ccc(N)cc1,-2.616,5
ClC(Cl)(Cl)C(NC=O)N1C=CN(C=C1)C(NC=O)C(Cl)(Cl)Cl ,-4.19,11
CNC(=O)Oc1ccccc1C2OCCO2,-1.57,6
NC(=O)CCl ,-0.02,4
Nc1ccc(cc1)S(=O)(=O)c2ccc(N)cc2,-3.094,11
c1ccc2c(c1)c3cccc4cccc2c34,-6.0,11
O=C1NC(=O)NC(=O)C1(C)CC=C,-1.16,8
CCC(CC)CO,-1.17,7
Fc1ccc(F)cc1,-1.97,1
CCCc1ccccc1,-3.37,5
c1c(O)C2C(=O)C3cc(O)ccC3OC2cc1(OC),-2.943,6
Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl ,-7.42,3
CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,-3.24,6
CC(C)N(=O)=O,-0.62,4
CCOC(=O)CC(=O)OCC,-0.82,12
CCc1ccc(CC)cc1,-3.75,5
O=C1NC(=O)NC(=O)C1(CC)C(C)CC,-2.39,8
Clc1ccc(cc1)c2ccc(Cl)cc2 ,-6.56,3
Clc1ccc(cc1)c2cc(Cl)ccc2Cl ,-6.25,3
CCCC(C)C,-3.74,2
CC12CC2(C)C(=O)N(C1=O)c3cc(Cl)cc(Cl)c3,-4.8,6
CC(C)CBr,-2.43,4
COC(=O)C=C,-0.22,12
COc1nc(NC(C)C)nc(NC(C)C)n1,-2.478,11
Cc1cccc(C)c1C,-3.2,5
CCCCCCCCC(=O)OCC,-3.8,12
CCCC=C,-2.68,4
CC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-5.184,0
CCOC(=O)C=Cc1ccccc1,-3.0,5
CCCOC(=O)CC,-0.82,12
Oc2ccc1CCCCc1c2 ,-1.99,5
COC(C)(C)C,-0.24,12
CCOc2ccc1nc(sc1c2)S(N)(=O)=O ,-3.81,6
c1ccnnc1,1.1,11
OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,-0.244,11
CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C ,-5.24,6
CC(=O)CC(c1ccccc1)c3c(O)c2ccccc2oc3=O ,-3.893,6
CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,-1.95,6
CN(C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C,-5.47,9
CCNc1nc(Cl)nc(NC(C)C)n1,-3.85,11
CC(C)C(C)C(C)C,-4.8,2
c1ccc2ncccc2c1,-1.3,1
Clc2ccc(Oc1ccc(cc1)N(=O)=O)c(Cl)c2,-5.46,9
O=C1CCC(=O)N1,0.3,11
COC(=O)Nc2nc1ccc(cc1[nH]2)C(=O)c3ccccc3,-3.88,6
Cc1c(C)c2c3ccccc3ccc2c4ccccc14,-7.01,1
Clc1ccc(c(Cl)c1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl ,-7.66,3
O=C1NC(=O)NC(=O)C1(C(C)CCC)CC=C,-2.356,8
C=CC=C,-1.87,4
Clc1ccc(Cl)c(Cl)c1,-3.59,10
CC1(C)C2CCC1(C)C(O)C2,-2.32,0
CCCCCC#C,-3.01,2
CC(C)SC(C)C,-2.24,4
CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O ,-3.46,8
CSC,-0.45,11
Nc1nc(=O)[nH]cc1F,-0.972,11
ClC(=C(Cl)Cl)Cl,-2.54,11
O2c1ccccc1N(C)C(=O)c3cccnc23 ,-3.672,6
ClC(Cl)Cl,-1.17,11
CCCCCCC,-4.53,2
CCCC(O)C=C,-0.59,7
O=C1NC(=O)NC(=O)C1(CC)CC,-2.4,8
CC=CC=O,0.32,4
OC(C(=O)c1ccccc1)c2ccccc2,-2.85,5
OCC1OC(O)(CO)C(O)C1O,0.64,11
CC(C)C1CCC(C)CC1=O,-2.35,2
CC(=O)Nc1ccc(F)cc1,-1.78,9
CCc1ccccc1C,-3.21,5
CCNc1nc(NC(C)C)nc(OC)n1,-2.084,11
CCCCCCCCCCCCO,-4.8,7
CCCOC(=O)c1ccc(N)cc1,-2.452,5
Nc1cc[nH]c(=O)n1 ,-1.155,11
CCC1CCCCC1,-4.25,2
CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C2CCC1(O)C(=O)CO,-3.18,0
C(c1ccccc1)c2ccccc2,-4.08,5
c1ccc2c(c1)ccc3c4ccccc4ccc23,-8.057,1
CNC(=O)Oc1cccc(N=CN(C)C)c1,-2.34,6
CSc1nnc(c(=O)n1N)C(C)(C)C,-2.253,6
CC(C)N(C(C)C)C(=O)SCC(=CCl)Cl,-4.2860000000000005,11
CC1=CC(=O)CC(C)(C)C1 ,-1.06,11
CC(=O)N,1.58,4
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,-3.09,0
O=C1NC(=O)NC(=O)C1(C)C,-1.742,8
CC(C)NC(=O)N1CC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2,-4.376,6
OCc1ccccc1,-0.4,5
Nc1ncnc2nc[nH]c12 ,-2.12,11
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C ,-4.21,0
CCOc1ccc(cc1)C(C)(C)COCc3cccc(Oc2ccccc2)c3,-8.6,6
CC(C)COC=O,-1.01,12
C1OC1c2ccccc2 ,-1.6,5
Clc1cccc(n1)C(Cl)(Cl)Cl,-3.76,11
Cc1c2ccccc2c(C)c3ccccc13,-6.57,1
COc1ccccc1N(=O)=O,-1.96,9
CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc12,-5.233,6
CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,-1.981,6
Cc1ccncc1C,0.36,1
CC(C)Oc1cc(c(Cl)cc1Cl)n2nc(oc2=O)C(C)(C)C,-5.696000000000001,6
Oc1c(Cl)c(Cl)cc(Cl)c1Cl,-3.37,10
CN(C)C(=O)Nc1ccc(Cl)cc1,-2.89,9
CCCCCBr,-3.08,2
Cc1cccc(C)c1,-2.82,5
CC(=O)Nc1ccc(Cl)cc1,-2.843,9
COc1ccc(NC(=O)N(C)C)cc1Cl,-2.564,9
CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CC(O)C5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,-4.081,0
O=N(=O)OCC(CON(=O)=O)ON(=O)=O ,-2.22,11
O=C1NC(=O)NC(=O)C1(CC)C(C)CCC,-2.39,8
OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F ,-1.8,6
N(=Nc1ccccc1)c2ccccc2,-4.45,9
CCCCCCCCBr,-5.06,2
CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O ,-2.523,6
c1ccc2cc3c4cccc5cccc(c3cc2c1)c45,-8.49,11
CC=C(C)C,-2.56,4
CCN(CC)C(=S)SSC(=S)N(CC)CC,-4.86,11
