smiles,g298_atom
C1COC(=N1)CC#N,-1339.994641271
CC(CC(C)=O)C1CC1,-2021.9620098361
CCc1c(oc(n1)N)N,-1608.479386993
CC1(CC(CO)O1)C#N,-1625.6166577831
CC1(O)C2CC(O)C1O2,-1659.461355698
N#CC1=CCC2NC2C1,-1631.758088366
C#CCn1cccc1,-1471.7966316311
N=C1CC(C#C)C(=O)N1,-1476.174134415
O=CC1CC2=NC=CN12,-1463.622071888
CC12CN3CC1C23C#N,-1589.075553695
CC12OC(=O)C1C1CC21,-1614.846720816
CN=C1CNCC(=O)O1,-1544.002209734
CC1NC(=O)N(C)C1=N,-1627.804154157
CC1C=CC(O)C1=O,-1496.0498544811
CC(=N)N(CC#C)C=O,-1570.082111283
c1c([nH]c(=O)c(=O)[nH]1)N,-1349.178235486
COC(C=O)C(C)C#N,-1635.312926851
C1COCC=CNC1=O,-1641.290577585
OC1CC2(C1)OCC2O,-1657.4326191011
O=C1N=NOC(=N1)C#C,-1120.151255684
COC12CC3OC1C23,-1422.297466693
CC(O)C(O)(C=O)C=O,-1522.323656311
C1OCC2C3OC2C3O1,-1516.82730498
CCNc1c[nH]c(n1)C,-1774.302405297
CCC12C(C)N3C1CC23,-1900.7498613601
CCC(O)C1CC=CC1,-2020.646750972
OCC1CC2C(C#N)N12,-1543.3157148881
Cc1ccccc1O,-1578.7204001771
N=C1OC=CC=CC1=O,-1415.878049623
C1N=CN2C3C4OC13C24,-1376.489937202
C1NC1C1CC2CN12,-1542.096464901
Cc1nnc2n1nno2,-1102.904798328
CC1(CO)OC(=N)C1N,-1631.496417113
CC1=CCCC2OCC12,-1899.2865103721
CC#CC1C2C3CC1C23,-1790.4695471731
C1C2CC3=C(ON=N3)C12,-1441.185487593
CC12C3C1C1(O)C2C31O,-1544.9993215351
CC12OC1CC21CC1,-1612.539370223
CC1C2OCC2C11CC1,-1866.695575439
COC1C(CO)C1C#C,-1691.127969874
O=C1CC(C1)C1CO1,-1468.859889511
c1nc2n(n1)CCN2,-1284.2643119631
CC12OC1CC=C2,-1385.666001309
C1COC(=O)C1=NO,-1206.315771492
CC1CNC2=CN=NN12,-1523.684095823
C1C(CO1)OCCO,-1514.44277078
CCC1CNC(=O)C=C1,-1825.080433577
COC1CC11CC(=O)N1,-1619.8736954151
CCC12CC3CC1C2C3,-2076.0087324971
CC1C=CC2(CN12)C#C,-1695.9980672231
CCC#CC(O)C(C)=O,-1733.506790189
C#CC12NC3CC1NC23,-1560.528914267
CC(CO)C(=O)CC#N,-1645.418959296
CC12OC3C1NC23C=O,-1449.121593916
CCOC1C2OC1C2O,-1625.908449468
N=C1OC2CCCOC12,-1628.459901062
CC1C(C)C1(O)CC#C,-1872.3055058991
OC1CCC(=O)C1=O,-1336.0137241751
CC1(CC1(O)C#C)C#C,-1619.2756793381
C(C1CO1)C1CO1,-1306.51766363
CCC12NC1C=CC2=O,-1681.658859064
CC1C(O)CC1C(C)=O,-1856.490396572
C#CC(CC=O)(C#C)O,-1461.789745608
CCOC1CC2OC2C1,-1838.711184075
CC1C(COC1=N)C#C,-1675.468482779
CC1CC(C1)(C#N)C#N,-1636.7587075871
ON=C1C2CC1OCC2,-1586.4418984221
CC1=CNC(=O)N2CC12,-1589.946536187
C1C2CC3=C(COC3)C12,-1781.2432823461
CC12C3CC1COC2C3,-1888.6822357811
C1CC23CC4C(C2)N4C13,-1811.9385125901
N=COC(C#C)C#N,-1178.107359415
CCC(C)([NH3+])C([O-])=O,-1627.2362585121
CNC(CC1CC1)C#N,-1842.395916923
CNc1ncc(o1)C#C,-1464.023677648
CC1CCCC2OC12C,-2019.5586503661
CC(=NO)C1NC1(C)C,-1765.518534315
CC1C2OC1(C)C2CO,-1803.713752127
CC1C(=O)C2CC1(C)O2,-1736.5069107181
CC12OC1C=CC2=O,-1370.66163361
N=C1OCOC2COC12,-1449.66501671
CC(C)NCC(F)(F)F,-1591.7374468731
CC1(C#C)C(O)CC1O,-1701.859001283
OCC1(CN=CN1)C#N,-1477.535828945
CC1(NC1C#C)C=O,-1396.79110837
COc1c(cc(o1)N)O,-1467.61177411
CC#CC1CCC2NC12,-1824.406488911
c1c(c(cnn1)F)F,-1009.459295593
c1cc2c(c[nH]n2)nc1,-1444.118464659
c1c[nH]cc(c1=O)CO,-1550.069594255
OC1CC(O)C1C#C,-1448.1834679611
CC1C2CC1N2CC=O,-1744.834582657
CCOC(CO)C1CN1,-1827.456182651
COC1CC2(CC2O)C1,-1818.277608508
c1cc(ncc1N)F,-1284.536650869
CC1=CC(=O)C=CCC1,-1810.363465
CC(C#C)C1(CN1)C#N,-1595.1115627661
OC1(C=O)C2CCC12,-1466.630350034
CC1CC=CCOC1C,-2014.7374987191
CCCC1CCC1CC,-2289.9441208491
CC(C)Cc1cc[nH]n1,-1872.3136635161
CC#CC1(CC1)CC#C,-1796.2325898291
CC12COC1(CO2)C#C,-1574.573820705
Cc1cc2c([nH]1)NCC2,-1757.3646823691
Cc1c(coc1N)C=O,-1544.368047481
ON=C1C2CC(O2)C1O,-1414.006817785
CCC12COC1C(C)C2,-1995.3029174801
c1cnc2ncnn2c1,-1339.463768657
CCC12NC3C1OC23,-1465.492048708
CC1(CCC1)C#CC#N,-1722.9075356701
CC1C2CC=CC1CO2,-1909.3868952361
C1CC2CCC3OC1C23,-1906.9803982211
C1C2NC2C2=NC=NN12,-1411.498664312
CC(=N)OCC(C)(C)O,-1866.472809744
O=CC1CN1C(=O)C#C,-1378.965460207
C1C2CC1C1C3OC1C23,-1725.8988710731
Cc1c2c(on1)CCO2,-1506.057368013
C#CCC1CCC11CO1,-1743.9039868101
C1C2C3C4C(CN23)N14,-1460.4054607541
C#CC1CCC11CN1,-1543.1701328
CC1(C)NC1C=O,-1391.339937687
CC1=CC(=N)NC(=O)C1,-1620.9166153731
CN(C)C(=O)CCCO,-1869.610354744
COCC1COC=NC1,-1740.49661294
CC1C2CC3CC1(C)C23,-2042.756403078
O=C1CC2OC12C1CO1,-1422.913680531
[NH3+]CC1=NC(=O)C=N[N-]1,-1378.612800149
CC(N)C(N)C#N,-1349.326955119
OC1C2CC1C21CO1,-1422.707857579
COCCC1COC1,-1682.286368064
CC#CC(=NCC#N)N,-1517.3198995451
c1c(ocn1)OCCO,-1471.967314079
Cn1c(ccc1OC)N,-1697.4200026171
OC1CC1C12CC(C1)C2,-1852.244043169
CCn1c(ccn1)NC,-1754.913632215
C1CNc2c(non2)N1,-1337.98096489
CC1CC[NH2+]C1C([O-])=O,-1771.235141305
CC1CC(C)=CCC1=O,-1929.3755669221
CCC1=CN=NNC1=N,-1519.197406473
NC(=O)CC(CO)C=O,-1602.8663189881
O=CC(=O)C1C2CC1C2,-1596.633272091
CC(NC(C)(C)C)C#N,-1971.769447453
CN1C=NC(=N)N=C1C,-1551.113141722
O=C1OCC2CN2C1=O,-1363.5205811901
CC1CC2(CC2)C(C)O1,-2013.7033638871
CCC1(CC1O)C(C)=O,-1852.50069435
NC12CC1(C#N)C1NC21,-1485.165083367
OC1C2NCCOC12,-1458.236162141
C1CN(C(=O)N1)C(=O)N,-1469.245180037
CN1CC1C(N)C#N,-1469.573367244
C1CC11C2C3C2C2C3N12,-1679.8704584141
N=C(CC#C)OC=O,-1254.160822706
CC1CC=CC1(C)C,-1934.7696342861
COCC1OC(=O)C1N,-1578.660159313
N#CCCC1C2CCC12,-1835.72737878
COC1C=C(C)C2OC12,-1716.0061916881
COc1cc(c([nH]1)N)O,-1529.3850150881
CC(=O)C1NCC2OC12,-1625.080137588
c1c(=O)c(c(on1)O)N,-1245.454135331
O=CC1C2C3CCC2C13,-1767.593706578
CCn1c(=O)n(nn1)C,-1484.243272646
CC(=O)OCCC#N,-1410.859232641
C1COc2c1c(no2)O,-1343.868254328
CCC1=CCCC1C,-1938.2065010791
CC1C2COC1C2CO,-1824.9800321371
COC(=O)C1NC1(C)C,-1749.9343483
OC1CC=CC1OC=O,-1588.004395832
CCC(=NO)C(=O)NC,-1634.425001616
CC(C)(C1(CC1)O)OC,-1944.3636193871
C#CC(=O)CCC1CC1,-1766.54451153
CCC12CC3C1N3C2=O,-1657.1897731181
CCCNc1ncon1,-1585.311127204
CCC1(CC)CC1OC,-2112.0396717681
CC1NC11C2CC1(C)O2,-1733.1509925861
C1OC2CC=CC3NC123,-1654.1858875351
COCC1(CC1)NC=O,-1740.4062516441
COC12CC1C(=O)CC2,-1739.876634048
O=C1CCC(O1)C#N,-1297.332186888
OC12CC1N=C1OCC21,-1479.903420402
CC12CC1(CO)N1CC21,-1749.508897198
CCc1cc([nH]c1)OC,-1812.223401676
CC1C2C3N2C1C31CC1,-1794.5609058531
CC12CC1(O)CC(=N)O2,-1632.974200808
OC1CCC1CCC#N,-1795.2241828661
Cn1ccc2c1[nH]nc2,-1533.680941702
OC(C=O)C1(CN1)C#N,-1402.130582451
CC(N1CC1)C(=O)C#N,-1565.3921090171
CC(O)C1OCC1(C)O,-1783.1910702821
OC1C2CCC1C21CN1,-1762.74808208
OC12CCC1C2C=O,-1462.272300029
CC1=C(C)C(O)CC1,-1773.644148356
CC12CC3(C1)OC(=O)C23,-1560.9813482561
CC(O)C1=NN(C)C=C1,-1703.383848153
C1C2N1C13CC21CC=C3,-1668.791787019
O=CC1NC2(CC12)C#C,-1517.1109390481
CC1CCC(=O)C=C1N,-1825.8372094311
CC12CN1C(=O)CC=C2,-1691.163737887
CC(O)C(C)CC(N)=O,-1882.0086775661
OC1CC(=O)C(=C1)C#C,-1508.522850874
C1CC2=C(O1)ON=N2,-1166.651555111
C#CCC12CC1CO2,-1481.0354466381
Cn1cc(n(c1=O)C)N,-1615.433441731
CC1=NC(O)=NC(=N)O1,-1345.772116634
CC1OC2CCC12C#C,-1747.211586749
C1CC1CC2=CCOC2,-1890.6601441491
COC1CC2OC2C1O,-1665.8531623721
CC12CC3(O)C1N2C3=O,-1490.842784799
NC(=O)C1C2CC1C2O,-1612.937838438
CC1CC([NH3+])C1C([O-])=O,-1758.7069241201
OCCC(C#C)C1CN1,-1747.2737101401
CCC#CC1COC1=O,-1624.0861633321
Cc1cnc(o1)C=O,-1291.8527783
CC1(CC1(O)CO)C#C,-1703.81871189
NC(=O)C1CC(N1)C=O,-1534.856266059
CC(CO)N(C)CC#N,-1792.111110717
OC1C2CN=C3OC1C23,-1469.538854249
CC1(C)C(O)C1(O)C#C,-1700.979233665
N=C1OCC(=O)C1C#N,-1320.601475626
COc1c(nno1)CO,-1337.1645756811
CC1COC2COC2=N1,-1616.674654533
C#CCc1c(n[nH]n1)N,-1396.373187376
OC1CC=C(C=O)C1O,-1584.5512138051
CC1=CC2CC1C2C#C,-1798.3805531361
CC(=O)C(O)C=O,-1188.556011774
CC1CC(CO)CC1C,-2133.9020853281
c1cocc1CO,-1236.298779021
CC1CC11CCC=C1,-1811.026742013
C1C2CC3CCC1C2O3,-1905.3363246411
ON=C1C=CC2COC12,-1482.306152363
COC1CCCCOC1,-1952.1899116351
CC1C2CC2(O)C1(C)C,-1995.7572339961
CCC(C)(C=O)C1CO1,-1838.5317165011
C1C2N=COC3CNC123,-1549.761487336
CNC1C(=N)OC1(C)C,-1799.06202791
C(=N)NC(=N)C(F)(F)F,-1158.0176587801
OC12CC(C1)C1(CO1)C2,-1712.465158401
c1nc(no1)OC(=O)N,-1163.713557973
CNC1=C(OC)ON=N1,-1410.404288616
CCC(C)C(CO)C#C,-1991.6859556041
CC12C3C4C3C3C1C2C43,-1800.1595411511
OCC1N2CCC12C#N,-1545.072112579
OC1CC2C3CCC1C23,-1901.9885641261
CC1C2N3CC1C23C=O,-1644.689793838
CC1C2C(C)N1CC2=O,-1778.5795066411
N=C1OC2C3C4NC13C24,-1385.833546212
C#CC1OC2CC12C#N,-1409.872160984
CCC1(O)C2CC=CC12,-1895.530241498
CC1=CC2OC2(C1)C=O,-1623.057676081
Cn1ccc(=O)cc1,-1459.971852035
O=C1NCC2(NC12)C#C,-1447.73856408
Cc1c(cc(n1C)O)O,-1649.404268955
N=C1OC2CCCC12,-1551.057293421
CCCCOC(C)CO,-2072.708662666
CNc1c(nc[nH]1)NC,-1648.476183144
C#Cc1cncoc1=O,-1306.505740959
CCC1(NC1C#C)C#C,-1674.330181453
CC1CC(=O)OC1C#N,-1554.347950617
N=COC(=O)CC1CO1,-1469.733382039
COCC(CC#C)C#C,-1734.2685861151
CC1C2CC1OC(=N)O2,-1627.85874744
CCC1CC1C(=O)NC,-1924.5625728921
OCC1CC(O)(C1)C#C,-1699.3113147431
CC1(CC1)C1CC2CC12,-2033.548336012
CC12NC1C(=O)NC=C2,-1590.027484848
CC12CC(O)C1CCC2,-2015.7622209161
OCCC1OCC=C1,-1589.010292759
Cc1cc(c(o1)O)OC,-1580.599162123
O=CN1CC2(CC12)C=O,-1512.2188788841
C#CC1NCC(=C1)C#N,-1496.37051158
COC1OCCC1O,-1540.715945101
CCC(C)C(=O)CC=O,-1870.1700927721
CC(CC(C)C=O)C=O,-1865.6865409671
OCCC12CC(C1)CO2,-1830.2655404441
CNc1cc([nH]c1)N,-1500.973290095
CN(C)C1=C(N)ON=N1,-1470.342693278
O=CC12CCC(=O)C1N2,-1526.1583638101
CC1CC2CC2C2OC12,-1888.7368290641
NC(=O)CC1CC(O)C1,-1757.8472367901
CCC1CCC11CC1O,-1994.2336421441
COC1C2CC1(C)C2O,-1809.3318402041
c1c(con1)C#CC=O,-1273.7353384521
CC1(NC(=O)C=C1)C=O,-1552.941702948
OCC(O)C1CCCC1,-1965.69704286
CCc1c(nno1)CO,-1513.4720143571
CCCC1CC2(C1)CC2,-2165.1840364871
CCC(OC)C#CC#N,-1669.027102894
O=C1CC23CC(CC12)O3,-1597.028602761
OCC1CC(=O)CN1,-1494.0838687841
O=C1OCC2CC12,-1245.0901801111
C1CN=C2OC3C(N1)C23,-1523.406736845
C1C2CCC3OC3CC12,-1884.3699939331
CC1CCCCCOC1,-2122.8353366041
C#CC1CN=C(O1)C#C,-1416.721421719
C#CC1CC2CC(C2)C1,-1927.922883587
N=COCC1=NCCO1,-1527.616694726
CC1=NC(CO1)(C)C,-1675.182338675
OC1C2CC11NC(=O)C21,-1446.406362473
CCC1C(O)CC1C#N,-1796.9266147831
CCC1=NON=NC1=N,-1309.327021423
CCC1(C)CN1C1CC1,-2044.640812605
COCC1CC2(CO2)C1,-1818.0630004301
CC1=CC(=O)OCCN1,-1645.105832305
OC(C#N)C(O)C1CO1,-1449.796166091
c1c(nc([nH]1)CO)C=O,-1439.914154359
CC1C2OC1(C)C21CO1,-1676.762406337
N#CC1NCC2CC12,-1477.905431746
CCC#CC1OCC1C,-1875.2008324251
CC1(O)C(O)C2OCC12,-1656.595522095
OC1C=CC2C3CC1N23,-1652.722536547
CN1C2CC2(O)C1=O,-1362.432480584
CCC1(C)CC(O1)C#N,-1797.1945611261
C#CC1CCN1CC#N,-1592.349268148
O=C1CC2C3N2CC=C13,-1534.8625411491
CCCC(O)C1CN1,-1746.848886547
Cc1ccnc(c1F)O,-1488.6985865461
OCC1CC1C1(O)CC1,-1818.4351132671
CC12CC3OC1(C=O)C23,-1585.513812611
O=CC12C3CC(C13)C2=O,-1494.8105242061
